Unnamed: 0,time,event_type,side,is_goal,location,bodypart
494727,24,3,1,0,,
494728,25,1,2,0,3.0,3.0
494752,53,9,1,0,,
494753,53,1,2,0,3.0,3.0
494759,59,2,2,0,,
494760,59,1,2,0,3.0,3.0
494766,64,2,2,0,,
494767,65,1,2,0,13.0,3.0
494784,81,3,1,0,,
494786,82,1,2,0,3.0,3.0
494831,39,9,1,0,,
494832,40,1,2,1,3.0,3.0
494843,50,1,2,0,11.0,1.0
494844,50,1,2,0,3.0,3.0
494868,74,2,1,0,,
494869,74,1,1,0,3.0,3.0
494908,38,1,1,0,15.0,1.0
494909,38,1,1,0,3.0,3.0
494919,49,3,2,0,,
494920,51,1,2,0,3.0,3.0
494970,10,2,2,0,,
494971,10,1,2,1,13.0,3.0
494980,20,2,1,0,,
494981,20,1,1,0,3.0,3.0
495001,39,1,2,0,15.0,2.0
495002,39,1,1,0,3.0,3.0
495008,42,2,1,0,,
495009,42,1,1,0,3.0,3.0
495027,59,1,2,0,15.0,1.0
495028,60,1,1,0,3.0,3.0
495031,61,2,2,0,,
495032,61,1,2,0,3.0,3.0
495036,66,1,1,0,3.0,3.0
495037,67,3,1,0,,
495040,72,1,1,0,3.0,3.0
495066,90,3,2,0,,
495069,1,1,2,0,3.0,3.0
495081,20,2,1,0,,
495082,20,1,1,0,3.0,3.0
495242,90,3,1,0,,
495244,90,1,2,0,3.0,3.0
495264,18,2,1,0,,
495265,18,1,1,0,3.0,3.0
495337,22,9,2,0,,
495338,24,1,2,0,9.0,3.0
495349,35,3,1,0,,
495351,37,1,1,0,3.0,3.0
495378,56,1,1,0,15.0,1.0
495379,59,1,1,0,3.0,3.0
495408,7,3,2,0,,
495409,8,1,1,0,3.0,3.0
495414,15,1,1,0,9.0,1.0
495415,15,1,1,0,3.0,3.0
495419,18,2,2,0,,
495420,18,1,2,0,3.0,3.0
495431,29,3,1,0,,
495433,30,1,2,0,3.0,3.0
495434,30,2,2,0,,
495435,31,1,2,0,3.0,3.0
495488,76,3,1,0,,
495490,76,1,2,0,9.0,3.0
495496,80,3,1,0,,
495499,81,1,2,0,3.0,3.0
495526,26,3,2,0,,
495528,27,1,1,0,12.0,3.0
495529,30,3,2,0,,
495531,30,1,1,0,3.0,3.0
495537,36,2,1,0,,
495538,36,1,1,0,3.0,3.0
495545,44,2,1,0,,
495546,44,1,1,0,3.0,3.0
495602,15,3,2,0,,
495603,16,1,1,0,3.0,3.0
495640,40,2,2,0,,
495641,41,1,2,0,3.0,3.0
495649,48,1,2,0,15.0,2.0
495650,49,1,1,0,12.0,3.0
495651,51,2,1,0,,
495652,51,1,1,0,12.0,3.0
495677,69,2,2,0,,
495678,70,1,2,0,3.0,3.0
495707,90,2,1,0,,
495708,90,1,1,0,3.0,3.0
495711,90,1,2,0,15.0,1.0
495712,90,1,2,0,3.0,3.0
495758,44,2,2,0,,
495759,45,1,2,0,3.0,3.0
495845,31,2,2,0,,
495846,32,1,2,0,3.0,3.0
496032,90,2,1,0,,
496033,90,1,1,0,13.0,3.0
496044,6,3,1,0,,
496046,7,1,2,0,3.0,3.0
496070,34,3,1,0,,
496072,36,1,2,0,11.0,3.0
496079,40,1,1,0,15.0,1.0
496081,46,1,1,1,13.0,3.0
496093,60,1,1,0,15.0,1.0
496094,61,1,2,0,3.0,3.0
496098,62,2,1,0,,
496099,62,1,1,0,3.0,3.0
496100,62,2,1,0,,
496101,63,1,1,0,3.0,3.0
496158,2,3,2,0,,
496160,3,1,1,0,3.0,3.0
496204,53,2,2,0,,
496205,53,1,2,0,3.0,3.0
496212,57,2,1,0,,
496213,59,1,1,0,3.0,3.0
496219,63,2,2,0,,
496220,63,1,2,0,13.0,3.0
496243,86,2,1,0,,
496244,87,1,1,0,3.0,3.0
496260,5,3,2,0,,
496262,6,1,1,0,3.0,3.0
496264,8,2,2,0,,
496265,9,1,2,0,12.0,3.0
496346,74,3,2,0,,
496347,75,1,1,0,3.0,3.0
496353,81,3,2,0,,
496354,82,1,1,0,3.0,3.0
496365,88,1,1,0,13.0,1.0
496366,89,1,1,0,11.0,3.0
496390,25,3,1,0,,
496392,30,1,1,0,3.0,3.0
496421,60,2,2,0,,
496422,61,1,2,0,3.0,3.0
496423,62,2,1,0,,
496424,63,1,1,0,11.0,3.0
496484,30,1,1,0,15.0,1.0
496485,31,1,1,0,3.0,3.0
496512,54,3,1,0,,
496513,54,1,2,0,11.0,3.0
496514,56,1,1,1,12.0,3.0
496588,22,1,2,0,11.0,1.0
496589,23,1,2,0,13.0,3.0
496593,25,1,2,1,3.0,2.0
496594,27,1,1,1,3.0,3.0
496609,36,3,2,0,,
496610,37,1,2,1,3.0,3.0
496653,72,2,1,0,,
496655,73,1,1,1,3.0,3.0
496713,23,2,2,0,,
496714,24,1,2,0,3.0,3.0
496795,83,1,1,0,9.0,2.0
496797,86,1,1,0,3.0,3.0
496819,20,2,2,0,,
496820,22,1,2,0,3.0,3.0
496821,25,3,2,0,,
496823,26,1,1,1,10.0,3.0
496859,61,3,2,0,,
496860,61,1,1,0,3.0,3.0
496901,12,9,1,0,,
496902,13,1,1,0,3.0,3.0
496913,21,2,1,0,,
496914,22,1,1,0,3.0,3.0
496973,60,2,1,0,,
496974,60,1,1,0,3.0,3.0
497013,90,2,1,0,,
497014,90,1,1,0,3.0,3.0
497068,46,2,1,0,,
497069,46,1,1,0,3.0,3.0
497112,78,9,1,0,,
497113,79,1,2,0,3.0,3.0
497161,37,2,1,0,,
497162,37,1,1,0,3.0,3.0
497213,90,3,2,0,,
497214,90,1,1,1,3.0,3.0
497225,14,3,2,0,,
497226,15,1,1,0,10.0,3.0
497293,67,2,2,0,,
497294,67,1,2,0,3.0,3.0
497331,1,2,2,0,,
497332,2,1,2,0,12.0,3.0
497378,45,2,2,0,,
497379,45,1,2,0,13.0,3.0
497411,67,3,2,0,,
497412,68,1,1,0,3.0,3.0
497465,13,1,1,0,15.0,2.0
497466,13,1,1,1,13.0,3.0
497467,15,2,1,0,,
497468,16,1,2,0,3.0,3.0
497509,50,3,2,0,,
497510,52,1,1,0,13.0,3.0
497521,63,2,1,0,,
497522,63,1,1,0,3.0,3.0
497592,32,3,2,0,,
497595,33,1,1,0,3.0,3.0
497596,33,2,1,0,,
497597,33,1,1,0,3.0,3.0
497617,57,1,2,0,10.0,2.0
497618,57,1,2,0,3.0,3.0
497660,90,2,2,0,,
497661,90,1,2,0,12.0,3.0
497693,37,3,2,0,,
497695,38,1,1,1,3.0,3.0
497698,41,2,2,0,,
497699,42,1,2,0,13.0,3.0
497727,72,1,2,0,15.0,2.0
497728,72,1,1,0,3.0,3.0
497739,80,2,2,0,,
497740,80,1,2,0,3.0,3.0
497755,93,3,2,0,,
497758,94,1,2,0,13.0,3.0
497875,5,3,2,0,,
497876,5,1,1,0,3.0,3.0
497880,14,2,2,0,,
497881,14,1,2,0,3.0,3.0
497883,16,2,2,0,,
497884,17,1,2,0,3.0,3.0
497908,42,2,2,0,,
497909,42,1,2,1,13.0,3.0
497910,45,2,1,0,,
497911,45,1,1,0,3.0,3.0
497918,52,2,1,0,,
497919,52,1,1,0,12.0,3.0
497928,64,1,1,0,6.0,2.0
497930,69,1,2,0,3.0,3.0
497971,15,3,2,0,,
497972,16,1,1,0,3.0,3.0
498085,35,2,1,0,,
498086,36,1,1,0,12.0,3.0
498090,42,2,1,0,,
498091,42,1,1,0,10.0,3.0
498101,52,2,2,0,,
498102,53,1,2,1,3.0,3.0
498115,63,2,1,0,,
498116,63,1,1,0,13.0,3.0
498141,80,2,1,0,,
498142,81,1,1,0,3.0,3.0
498147,87,3,2,0,,
498149,88,1,1,1,3.0,3.0
498165,4,3,2,0,,
498167,5,1,1,0,11.0,3.0
498184,25,3,1,0,,
498185,27,1,1,0,3.0,3.0
498192,34,2,2,0,,
498194,35,1,2,0,3.0,3.0
498259,3,3,1,0,,
498260,4,1,1,0,3.0,3.0
498269,11,1,1,0,3.0,2.0
498270,14,1,1,0,3.0,3.0
498286,34,3,1,0,,
498288,35,1,2,0,3.0,3.0
498289,37,1,1,0,3.0,3.0
498372,13,3,2,0,,
498374,14,1,1,0,10.0,3.0
498377,15,3,1,0,,
498379,15,1,2,0,12.0,3.0
498386,21,1,1,1,14.0,1.0
498387,22,1,2,0,3.0,3.0
498416,46,1,1,0,15.0,1.0
498417,49,1,1,0,3.0,3.0
498418,51,1,1,0,3.0,3.0
498447,78,1,2,0,15.0,1.0
498449,81,1,1,0,3.0,3.0
498535,63,2,1,0,,
498536,64,1,1,0,11.0,3.0
498560,85,1,1,0,15.0,1.0
498561,86,1,2,0,3.0,3.0
498577,10,3,1,0,,
498579,12,1,2,0,3.0,3.0
498594,28,1,2,0,15.0,1.0
498595,29,1,2,1,3.0,3.0
498604,44,9,2,0,,
498607,50,1,1,0,3.0,3.0
498628,72,3,1,0,,
498630,73,1,1,0,3.0,3.0
498639,79,3,2,0,,
498641,79,1,1,0,13.0,3.0
498643,83,3,2,0,,
498645,84,1,1,1,3.0,3.0
498684,24,3,2,0,,
498685,25,1,1,0,3.0,3.0
498718,48,2,1,0,,
498719,49,1,1,0,3.0,3.0
498726,53,3,2,0,,
498727,54,1,1,0,3.0,3.0
498755,77,1,1,0,15.0,1.0
498756,77,1,1,1,3.0,3.0
498792,25,2,1,0,,
498793,25,1,1,0,12.0,3.0
498839,68,3,1,0,,
498841,69,1,1,0,3.0,3.0
498843,69,2,2,0,,
498844,70,1,2,1,12.0,3.0
498852,78,2,1,0,,
498853,79,1,1,0,3.0,3.0
498860,85,2,1,0,,
498861,86,1,1,0,3.0,3.0
498870,3,2,2,0,,
498871,4,1,2,0,3.0,3.0
498897,26,1,2,0,9.0,1.0
498898,27,1,1,0,3.0,3.0
498900,30,1,1,0,13.0,2.0
498901,30,1,1,1,13.0,3.0
498903,33,2,2,0,,
498904,34,1,2,0,8.0,3.0
498986,14,3,1,0,,
498987,14,1,2,0,3.0,3.0
499033,54,9,2,0,,
499034,55,1,1,0,3.0,3.0
499065,72,3,2,0,,
499066,73,1,1,0,3.0,3.0
499100,10,3,2,0,,
499101,11,1,2,1,13.0,3.0
499133,42,2,1,0,,
499134,42,1,1,1,13.0,3.0
499170,83,3,2,0,,
499173,85,1,1,0,3.0,3.0
499218,34,9,1,0,,
499219,36,1,1,0,3.0,3.0
499277,78,2,1,0,,
499278,79,1,1,0,10.0,3.0
499290,90,2,1,0,,
499291,90,1,1,0,11.0,3.0
499295,2,1,2,0,15.0,2.0
499296,4,1,2,0,10.0,3.0
499337,49,3,2,0,,
499338,50,1,1,1,3.0,3.0
499368,76,2,2,0,,
499369,76,1,2,0,3.0,3.0
499391,90,2,2,0,,
499393,90,1,2,0,3.0,3.0
499403,13,1,2,0,15.0,1.0
499404,14,1,1,0,3.0,3.0
499409,18,1,1,0,15.0,1.0
499410,18,1,1,0,3.0,3.0
499413,20,3,2,0,,
499414,21,1,1,0,3.0,3.0
499440,44,3,1,0,,
499441,45,1,2,0,3.0,3.0
499462,58,1,2,0,15.0,1.0
499463,58,1,2,0,3.0,3.0
499482,71,9,1,0,,
499483,72,1,1,0,10.0,3.0
499528,7,3,2,0,,
499529,8,1,1,0,3.0,3.0
499530,8,2,1,0,,
499531,8,1,1,0,7.0,3.0
499555,36,3,2,0,,
499556,37,1,1,0,3.0,3.0
499570,50,2,1,0,,
499571,50,1,1,0,3.0,3.0
499572,52,2,2,0,,
499573,52,1,2,0,3.0,3.0
499579,61,3,1,0,,
499581,61,1,2,0,3.0,3.0
499584,64,9,1,0,,
499585,65,1,1,0,3.0,3.0
499596,76,1,2,0,3.0,1.0
499597,77,1,1,0,3.0,3.0
499608,88,9,1,0,,
499610,89,1,2,0,3.0,3.0
499616,90,1,2,0,9.0,1.0
499617,90,1,2,0,3.0,3.0
499621,1,3,2,0,,
499622,1,1,1,1,13.0,3.0
499632,12,2,1,0,,
499633,13,1,1,0,7.0,3.0
499659,42,2,1,0,,
499660,43,1,1,0,3.0,3.0
499723,14,2,1,0,,
499724,16,1,2,0,3.0,3.0
499823,28,3,1,0,,
499824,29,1,2,0,3.0,3.0
499862,76,2,1,0,,
499863,77,1,1,0,3.0,3.0
499942,56,1,2,0,3.0,1.0
499943,57,1,2,0,3.0,3.0
499946,60,3,2,0,,
499947,62,1,2,0,3.0,3.0
499951,63,3,2,0,,
499952,65,1,2,0,3.0,3.0
499998,20,3,2,0,,
500000,22,1,2,0,13.0,3.0
500005,27,3,1,0,,
500006,28,1,2,0,3.0,3.0
500025,59,3,1,0,,
500026,59,1,2,0,10.0,3.0
500027,60,1,1,0,3.0,3.0
500082,14,3,1,0,,
500083,15,1,1,0,3.0,3.0
500084,16,2,1,0,,
500085,16,1,1,0,3.0,3.0
500093,22,3,2,0,,
500096,23,1,1,0,12.0,3.0
500097,23,2,1,0,,
500098,23,1,1,0,3.0,3.0
500159,8,3,2,0,,
500160,9,1,1,0,3.0,3.0
500161,9,2,1,0,,
500162,10,1,1,0,3.0,3.0
500169,14,3,1,0,,
500171,15,1,2,1,3.0,3.0
500188,30,9,1,0,,
500190,37,1,1,0,3.0,3.0
500199,44,2,1,0,,
500200,45,1,1,0,3.0,3.0
500203,50,2,1,0,,
500204,50,1,1,0,3.0,3.0
500292,20,1,1,0,11.0,1.0
500293,23,1,1,0,12.0,3.0
500313,40,2,1,0,,
500314,41,1,1,1,3.0,3.0
500343,70,1,1,0,15.0,2.0
500345,71,1,2,0,3.0,3.0
500349,78,2,1,0,,
500350,78,1,1,0,3.0,3.0
500363,89,3,2,0,,
500364,90,1,1,0,3.0,3.0
500365,90,1,1,0,3.0,2.0
500366,90,1,1,0,3.0,3.0
500373,4,2,1,0,,
500374,5,1,1,0,3.0,3.0
500380,10,2,2,0,,
500381,12,1,2,1,12.0,3.0
500383,16,1,2,1,3.0,2.0
500384,17,1,1,1,3.0,3.0
500410,41,2,2,0,,
500411,41,1,2,0,13.0,3.0
500427,60,2,1,0,,
500428,61,1,1,0,13.0,3.0
500463,11,2,2,0,,
500464,11,1,2,0,3.0,3.0
500472,18,2,1,0,,
500473,22,1,2,1,3.0,3.0
500475,23,3,2,0,,
500476,24,1,1,0,10.0,3.0
500522,55,2,1,0,,
500523,56,1,1,0,3.0,3.0
500527,62,2,1,0,,
500528,62,1,1,0,3.0,3.0
500529,62,2,1,0,,
500530,62,1,1,1,3.0,3.0
500573,1,2,2,0,,
500574,2,1,2,0,3.0,3.0
500575,4,1,2,0,9.0,2.0
500576,5,1,1,0,3.0,3.0
500593,30,2,2,0,,
500594,30,1,2,0,3.0,3.0
500603,42,2,1,0,,
500604,42,1,1,0,3.0,3.0
500606,47,2,1,0,,
500607,48,1,1,0,3.0,3.0
500629,73,2,2,0,,
500630,74,1,2,1,13.0,3.0
500648,93,2,1,0,,
500649,93,1,1,0,3.0,3.0
500653,8,2,2,0,,
500654,8,1,2,0,3.0,3.0
500698,47,9,1,0,,
500700,48,1,2,0,10.0,3.0
500708,59,1,1,0,15.0,1.0
500709,62,1,2,0,3.0,3.0
500738,87,3,1,0,,
500740,88,1,2,0,3.0,3.0
500769,18,3,2,0,,
500771,20,1,2,0,13.0,3.0
500877,16,3,1,0,,
500879,17,1,2,0,13.0,3.0
500893,30,2,1,0,,
500894,31,1,1,0,3.0,3.0
500901,40,3,1,0,,
500903,41,1,2,0,8.0,3.0
500915,55,9,1,0,,
500916,58,1,1,0,13.0,3.0
500919,59,1,1,0,15.0,1.0
500920,59,1,1,0,3.0,3.0
500935,68,2,1,0,,
500936,68,1,1,0,3.0,3.0
500939,74,1,2,0,12.0,1.0
500940,78,1,1,0,3.0,3.0
500953,85,1,2,0,15.0,2.0
500954,86,1,1,0,3.0,3.0
500986,19,3,2,0,,
500988,20,1,1,1,3.0,3.0
501050,80,3,2,0,,
501053,81,1,1,0,12.0,3.0
501074,2,2,1,0,,
501075,3,1,1,0,3.0,3.0
501079,5,3,1,0,,
501081,7,1,1,0,3.0,3.0
501083,8,2,1,0,,
501084,9,1,1,0,3.0,3.0
501103,32,3,1,0,,
501106,33,1,2,0,3.0,3.0
501157,75,3,1,0,,
501159,76,1,2,0,3.0,3.0
501195,23,3,1,0,,
501196,24,1,2,0,3.0,3.0
501210,41,9,1,0,,
501211,43,1,2,0,3.0,3.0
501223,53,3,1,0,,
501225,55,1,2,0,9.0,3.0
501260,86,2,2,0,,
501261,86,1,2,0,3.0,3.0
501268,90,2,2,0,,
501269,90,1,2,0,3.0,3.0
501274,2,2,2,0,,
501275,2,1,2,0,3.0,3.0
501277,2,1,2,0,3.0,2.0
501278,2,1,2,0,11.0,3.0
501449,64,2,2,0,,
501450,65,1,2,0,3.0,3.0
501467,82,2,2,0,,
501469,82,1,2,0,10.0,3.0
501485,2,3,2,0,,
501486,2,1,1,0,3.0,3.0
501517,33,3,1,0,,
501519,34,1,2,0,3.0,3.0
501523,37,2,2,0,,
501524,38,1,2,0,3.0,3.0
501533,45,2,2,0,,
501534,45,1,2,0,3.0,3.0
501650,51,2,2,0,,
501651,51,1,2,1,3.0,3.0
501684,69,2,2,0,,
501685,69,1,2,0,3.0,3.0
501686,70,1,1,0,3.0,3.0
501699,77,2,1,0,,
501700,78,1,1,0,3.0,3.0
501705,82,3,1,0,,
501707,83,1,1,0,3.0,3.0
501728,90,3,2,0,,
501730,90,1,1,0,3.0,3.0
501736,12,3,2,0,,
501737,12,1,1,0,11.0,3.0
501752,30,3,2,0,,
501754,30,1,1,0,3.0,3.0
501793,61,2,1,0,,
501794,62,1,1,0,10.0,3.0
501810,79,2,1,0,,
501811,79,1,1,0,12.0,3.0
501815,82,2,1,0,,
501816,82,1,1,0,8.0,3.0
501868,50,1,1,0,11.0,1.0
501869,53,1,2,1,13.0,3.0
502015,90,1,2,0,15.0,1.0
502016,90,1,2,0,3.0,3.0
502041,22,3,2,0,,
502043,23,1,2,0,3.0,3.0
502044,24,1,1,0,3.0,3.0
502067,48,3,2,0,,
502069,49,1,1,0,3.0,3.0
502083,61,9,1,0,,
502084,63,1,2,0,3.0,3.0
502111,86,2,1,0,,
502112,87,1,1,1,13.0,3.0
502137,17,3,1,0,,
502138,19,1,2,0,3.0,3.0
502144,23,1,2,0,15.0,2.0
502146,24,1,1,0,3.0,3.0
502147,25,1,2,0,3.0,3.0
502173,44,1,2,1,15.0,1.0
502174,45,1,1,0,3.0,3.0
502250,28,2,1,0,,
502251,28,1,1,0,12.0,3.0
502270,44,1,1,0,3.0,1.0
502271,45,1,1,1,3.0,3.0
502306,85,2,1,0,,
502307,86,1,1,0,3.0,3.0
502313,5,2,2,0,,
502314,6,1,2,0,3.0,3.0
502355,33,2,1,0,,
502356,34,1,1,0,3.0,3.0
502380,58,1,2,0,9.0,1.0
502381,58,1,2,0,3.0,3.0
502402,72,3,1,0,,
502403,72,1,2,1,3.0,3.0
502425,90,3,2,0,,
502426,90,1,1,0,3.0,3.0
502440,7,3,1,0,,
502442,10,1,2,0,3.0,3.0
502457,23,2,2,0,,
502458,24,1,2,0,13.0,3.0
502476,37,2,2,0,,
502477,38,1,2,0,3.0,3.0
502496,50,1,1,0,15.0,1.0
502497,51,1,1,0,9.0,3.0
502553,90,3,2,0,,
502555,90,1,1,0,3.0,3.0
502592,34,1,1,0,3.0,2.0
502593,35,1,1,0,3.0,3.0
502632,80,2,2,0,,
502633,81,1,2,0,10.0,3.0
502635,82,3,1,0,,
502637,82,1,2,0,3.0,3.0
502840,71,2,1,0,,
502841,72,1,1,1,13.0,3.0
502911,39,2,1,0,,
502912,40,1,1,0,3.0,3.0
502925,50,2,2,0,,
502926,51,1,2,1,3.0,3.0
502930,56,2,1,0,,
502932,57,1,1,0,3.0,3.0
502934,58,2,1,0,,
502935,59,1,1,0,3.0,3.0
503001,18,3,2,0,,
503004,19,1,1,0,3.0,3.0
503044,59,9,2,0,,
503045,60,1,1,0,3.0,3.0
503054,67,3,1,0,,
503056,71,1,1,0,3.0,3.0
503057,71,2,1,0,,
503058,71,1,1,0,10.0,3.0
503059,73,1,1,0,3.0,3.0
503069,81,1,1,0,15.0,2.0
503070,81,1,1,0,3.0,3.0
503074,86,2,2,0,,
503075,86,1,2,0,13.0,3.0
503093,12,2,1,0,,
503094,13,1,1,1,13.0,3.0
503114,29,9,1,0,,
503116,31,1,1,0,3.0,3.0
503130,42,3,1,0,,
503132,43,1,2,1,3.0,3.0
503200,89,2,2,0,,
503201,89,1,2,0,3.0,3.0
503206,90,1,2,0,15.0,1.0
503208,90,1,2,0,3.0,3.0
503243,39,2,1,0,,
503244,39,1,1,0,3.0,3.0
503300,82,3,1,0,,
503304,84,1,1,0,3.0,3.0
503305,84,3,2,0,,
503306,86,1,1,0,3.0,3.0
503313,90,3,1,0,,
503315,90,1,1,0,3.0,3.0
503419,11,3,2,0,,
503421,12,1,1,0,3.0,3.0
503430,18,1,2,0,15.0,2.0
503431,20,1,1,1,3.0,3.0
503447,31,3,2,0,,
503448,32,1,1,1,3.0,3.0
503456,44,2,1,0,,
503457,44,1,1,0,3.0,3.0
503460,45,2,1,0,,
503462,48,1,1,0,3.0,3.0
503487,62,2,2,0,,
503488,63,1,2,0,12.0,3.0
503494,66,9,1,0,,
503496,72,1,1,0,3.0,3.0
503511,87,1,1,0,15.0,2.0
503512,87,1,1,0,12.0,3.0
503554,38,3,1,0,,
503557,39,1,1,0,3.0,3.0
503602,66,3,1,0,,
503603,66,1,1,0,3.0,3.0
503620,75,2,1,0,,
503621,76,1,1,0,7.0,3.0
503630,81,3,2,0,,
503632,82,1,1,1,3.0,3.0
503639,90,2,1,0,,
503640,90,1,1,0,3.0,3.0
503646,3,3,2,0,,
503648,4,1,1,0,3.0,3.0
503655,8,1,2,0,14.0,1.0
503656,8,1,2,1,3.0,3.0
503661,14,3,1,0,,
503663,17,1,2,0,3.0,3.0
503664,17,2,2,0,,
503665,17,1,2,0,3.0,3.0
503672,19,1,2,0,11.0,2.0
503673,19,1,2,1,3.0,3.0
503674,23,1,2,0,3.0,2.0
503675,23,1,2,0,3.0,3.0
503708,51,9,2,0,,
503709,52,1,2,1,13.0,3.0
503738,76,3,2,0,,
503740,76,1,1,0,3.0,3.0
503791,44,1,2,0,6.0,1.0
503792,45,1,1,0,12.0,3.0
503805,53,3,2,0,,
503806,55,1,1,0,10.0,3.0
503813,65,2,1,0,,
503815,66,1,1,0,3.0,3.0
503819,70,1,1,0,9.0,1.0
503820,70,1,1,0,3.0,3.0
503826,75,2,1,0,,
503827,77,1,1,0,3.0,3.0
503849,89,3,1,0,,
503852,90,1,1,0,3.0,3.0
503875,26,2,1,0,,
503876,31,1,2,0,3.0,3.0
503907,59,2,1,0,,
503908,60,1,1,0,3.0,3.0
503928,79,2,1,0,,
503929,80,1,1,0,3.0,3.0
503943,87,2,1,0,,
503944,87,1,1,0,10.0,3.0
503949,89,2,1,0,,
503950,89,1,1,0,3.0,3.0
503956,2,2,1,0,,
503957,2,1,1,1,3.0,3.0
503971,17,2,2,0,,
503972,18,1,2,1,3.0,3.0
503986,31,3,1,0,,
503988,32,1,2,0,9.0,3.0
504000,42,3,1,0,,
504002,42,1,2,0,3.0,3.0
504021,63,2,1,0,,
504022,63,1,1,0,3.0,3.0
504054,2,3,2,0,,
504056,4,1,1,0,3.0,3.0
504069,26,2,1,0,,
504070,27,1,2,0,3.0,3.0
504081,36,3,2,0,,
504083,36,1,1,0,3.0,3.0
504090,44,1,1,0,15.0,1.0
504091,45,1,1,0,3.0,3.0
504122,79,2,2,0,,
504123,80,1,2,0,3.0,3.0
504203,63,3,1,0,,
504204,63,1,2,0,13.0,3.0
504227,85,3,1,0,,
504228,85,1,2,0,3.0,3.0
504229,87,1,1,0,3.0,3.0
504231,89,3,2,0,,
504233,89,1,1,0,12.0,3.0
504236,90,2,2,0,,
504237,90,1,2,0,3.0,3.0
504289,45,2,1,0,,
504290,45,1,1,0,3.0,3.0
504293,46,2,1,0,,
504294,47,1,1,0,3.0,3.0
504307,57,1,1,0,15.0,2.0
504308,57,1,1,0,3.0,3.0
504323,67,3,1,0,,
504325,68,1,1,0,12.0,3.0
504397,34,3,2,0,,
504399,35,1,1,0,3.0,3.0
504401,36,1,1,0,9.0,2.0
504402,37,1,1,0,3.0,3.0
504473,80,2,1,0,,
504474,80,1,1,1,13.0,3.0
504481,84,2,1,0,,
504482,85,1,1,0,12.0,3.0
504545,52,2,2,0,,
504546,52,1,2,0,12.0,3.0
504549,55,2,1,0,,
504550,56,1,1,0,3.0,3.0
504641,61,2,2,0,,
504642,61,1,2,0,3.0,3.0
504655,71,2,1,0,,
504656,71,1,1,0,3.0,3.0
504675,82,2,2,0,,
504678,83,1,2,0,3.0,3.0
504724,37,3,2,0,,
504725,38,1,1,0,13.0,3.0
504731,42,2,2,0,,
504732,42,1,2,0,3.0,3.0
504750,65,1,2,0,11.0,1.0
504751,67,1,2,0,3.0,3.0
504753,68,2,2,0,,
504754,69,1,2,0,11.0,3.0
504779,2,3,1,0,,
504781,6,1,2,0,3.0,3.0
504782,7,2,2,0,,
504783,8,1,2,0,3.0,3.0
504793,16,3,2,0,,
504795,19,1,1,0,3.0,3.0
504797,22,1,2,0,3.0,2.0
504798,25,1,2,0,9.0,3.0
504808,31,2,2,0,,
504809,32,1,2,0,3.0,3.0
504812,34,3,2,0,,
504815,34,1,1,0,3.0,3.0
504824,42,3,2,0,,
504826,44,1,2,0,3.0,3.0
504834,52,1,2,0,15.0,1.0
504835,54,1,2,0,3.0,3.0
504843,59,2,2,0,,
504844,60,1,2,1,12.0,3.0
504857,69,2,2,0,,
504858,70,1,2,0,10.0,3.0
504871,78,3,2,0,,
504873,79,1,1,0,3.0,3.0
504881,86,2,1,0,,
504882,86,1,1,0,3.0,3.0
504905,12,3,2,0,,
504906,13,1,1,0,3.0,3.0
504953,49,3,2,0,,
504955,49,1,1,0,3.0,3.0
504966,56,2,2,0,,
504967,56,1,2,0,13.0,3.0
504981,69,3,1,0,,
504983,70,1,2,0,3.0,3.0
505009,90,1,2,0,11.0,1.0
505010,1,1,2,0,3.0,3.0
505047,41,2,1,0,,
505048,41,1,1,1,3.0,3.0
505119,5,2,1,0,,
505120,5,1,1,0,3.0,3.0
505130,13,2,2,0,,
505131,14,1,2,0,3.0,3.0
505132,15,3,1,0,,
505134,15,1,2,0,3.0,3.0
505139,24,2,1,0,,
505141,32,1,2,0,3.0,3.0
505144,34,3,2,0,,
505145,35,1,1,0,3.0,3.0
505165,51,3,1,0,,
505169,52,1,2,0,3.0,3.0
505183,59,1,1,0,12.0,1.0
505184,59,1,2,0,3.0,3.0
505196,75,2,2,0,,
505198,76,1,2,0,3.0,3.0
505235,14,3,2,0,,
505236,16,1,2,0,3.0,3.0
505238,20,1,2,0,3.0,2.0
505239,25,1,2,0,3.0,3.0
505270,66,3,1,0,,
505272,66,1,1,0,3.0,3.0
505288,76,2,1,0,,
505289,78,1,1,0,3.0,3.0
505336,32,2,1,0,,
505337,32,1,1,0,3.0,3.0
505363,55,2,1,0,,
505364,56,1,1,1,3.0,3.0
505443,51,3,1,0,,
505445,52,1,2,0,10.0,3.0
505459,76,3,2,0,,
505460,77,1,1,0,3.0,3.0
505467,87,2,2,0,,
505468,87,1,2,0,8.0,3.0
505497,20,2,2,0,,
505498,21,1,2,1,3.0,3.0
505527,44,3,2,0,,
505529,44,1,1,0,3.0,3.0
505546,61,9,2,0,,
505547,63,1,1,0,3.0,3.0
505586,10,3,2,0,,
505587,13,1,1,0,3.0,3.0
505678,27,2,1,0,,
505679,27,1,1,0,10.0,3.0
505683,31,2,2,0,,
505684,31,1,2,0,3.0,3.0
505687,34,1,2,0,15.0,1.0
505688,35,1,1,1,3.0,3.0
505749,90,3,2,0,,
505750,5,1,2,0,3.0,3.0
505763,36,2,1,0,,
505764,37,1,1,0,3.0,3.0
