Unnamed: 0,time,event_type,side,is_goal,location,bodypart
53196,3,1,2,0,3.0,3.0
53238,47,3,1,0,,
53239,49,1,2,0,3.0,3.0
53260,66,1,1,0,15.0,1.0
53261,67,1,1,1,3.0,3.0
53309,18,3,2,0,,
53311,20,1,2,1,3.0,3.0
53343,50,2,1,0,,
53344,50,1,1,0,13.0,3.0
53367,66,2,2,0,,
53369,67,1,2,0,12.0,3.0
53399,90,1,1,0,15.0,1.0
53400,90,1,1,0,10.0,3.0
53415,14,3,2,0,,
53417,16,1,2,0,3.0,3.0
53422,22,3,1,0,,
53424,24,1,2,0,3.0,3.0
53425,26,2,2,0,,
53426,26,1,2,0,3.0,3.0
53434,31,1,1,0,9.0,2.0
53435,32,1,1,0,3.0,3.0
53453,55,2,1,0,,
53454,55,1,1,0,12.0,3.0
53478,76,2,2,0,,
53479,77,1,2,0,3.0,3.0
53529,23,1,2,0,14.0,2.0
53530,24,1,1,0,3.0,3.0
53557,55,2,2,0,,
53558,56,1,2,1,3.0,3.0
53633,33,1,2,0,15.0,2.0
53634,35,1,2,0,3.0,3.0
53656,51,3,1,0,,
53657,51,1,2,0,3.0,3.0
53801,83,3,2,0,,
53803,84,1,1,0,3.0,3.0
53815,8,3,2,0,,
53817,8,1,1,0,3.0,3.0
53969,24,3,2,0,,
53971,25,1,1,0,3.0,3.0
53990,44,1,2,0,15.0,2.0
53991,45,1,2,0,3.0,3.0
54006,54,2,2,0,,
54007,54,1,2,0,3.0,3.0
54083,14,9,2,0,,
54084,16,1,1,0,3.0,3.0
54283,6,3,2,0,,
54284,9,1,1,1,3.0,3.0
54368,67,2,1,0,,
54369,68,1,1,0,3.0,3.0
54389,82,3,2,0,,
54390,83,1,1,1,3.0,3.0
54403,6,2,2,0,,
54404,7,1,2,0,3.0,3.0
54405,8,1,2,0,3.0,3.0
54566,54,1,2,0,15.0,1.0
54567,55,1,1,1,3.0,3.0
54638,29,1,2,0,15.0,1.0
54639,31,1,1,0,3.0,3.0
54640,32,2,1,0,,
54641,33,1,1,0,3.0,3.0
54665,54,3,2,0,,
54666,55,1,1,0,3.0,3.0
54667,55,3,1,0,,
54669,56,1,2,1,3.0,3.0
54689,71,3,1,0,,
54690,71,1,2,0,10.0,3.0
54695,73,2,1,0,,
54696,74,1,1,1,13.0,3.0
54713,84,3,1,0,,
54716,85,1,2,0,3.0,3.0
54759,25,3,1,0,,
54760,25,1,2,0,3.0,3.0
54766,29,1,2,0,15.0,1.0
54767,30,1,2,0,3.0,3.0
54781,37,3,1,0,,
54782,38,1,2,0,3.0,3.0
54839,72,3,2,0,,
54841,73,1,1,0,3.0,3.0
54843,74,3,1,0,,
54845,74,1,2,1,3.0,3.0
54924,41,1,1,0,15.0,1.0
54925,41,1,2,0,3.0,3.0
54941,50,3,1,0,,
54943,52,1,2,0,3.0,3.0
54970,71,3,1,0,,
54972,72,1,2,0,9.0,3.0
54973,74,3,1,0,,
54974,74,1,2,0,9.0,3.0
54977,76,1,1,0,15.0,1.0
54978,76,1,2,0,3.0,3.0
54983,80,2,1,0,,
54984,81,1,1,0,3.0,3.0
54985,81,1,1,0,13.0,3.0
54989,82,3,1,0,,
54990,82,1,2,0,3.0,3.0
55009,1,2,1,0,,
55010,1,1,1,0,3.0,3.0
55015,4,2,1,0,,
55016,5,1,1,1,13.0,3.0
55021,16,1,2,1,11.0,1.0
55022,19,1,2,0,3.0,3.0
55023,19,3,2,0,,
55026,22,1,1,0,3.0,3.0
55031,31,3,2,0,,
55033,31,1,1,0,3.0,3.0
55060,53,1,1,0,15.0,1.0
55062,60,1,2,0,3.0,3.0
55094,82,2,2,0,,
55095,84,1,2,0,3.0,3.0
55141,22,3,2,0,,
55142,22,1,1,1,13.0,3.0
55209,88,2,1,0,,
55210,89,1,1,0,3.0,3.0
55296,79,3,1,0,,
55297,79,1,2,0,3.0,3.0
55358,48,1,2,0,15.0,1.0
55359,49,1,2,0,3.0,3.0
55426,17,2,2,0,,
55427,17,1,2,0,11.0,3.0
55458,34,2,2,0,,
55459,35,1,2,0,3.0,3.0
55514,85,2,1,0,,
55515,85,1,1,0,3.0,3.0
55519,89,2,1,0,,
55520,90,1,1,0,3.0,3.0
55538,10,1,1,0,15.0,1.0
55539,10,1,1,1,3.0,3.0
55592,48,3,2,0,,
55593,49,1,1,0,3.0,3.0
55616,68,2,2,0,,
55617,69,1,2,0,12.0,3.0
55719,74,1,1,0,3.0,2.0
55721,77,1,1,0,3.0,3.0
55729,83,2,1,0,,
55730,83,1,1,0,3.0,3.0
55731,83,1,1,0,3.0,2.0
55732,89,1,1,0,3.0,3.0
55752,8,3,1,0,,
55753,8,1,2,0,3.0,3.0
55782,36,2,1,0,,
55783,37,1,1,0,13.0,3.0
55837,80,2,1,0,,
55838,80,1,1,1,12.0,3.0
55884,31,3,2,0,,
55885,34,1,1,0,3.0,3.0
55890,40,9,1,0,,
55891,42,1,1,0,3.0,3.0
55922,65,2,1,0,,
55923,65,1,1,0,3.0,3.0
55956,87,2,1,0,,
55957,87,1,1,0,3.0,3.0
55959,88,3,2,0,,
55960,89,1,1,0,15.0,3.0
56000,44,2,1,0,,
56001,44,1,1,0,3.0,3.0
56015,51,3,1,0,,
56016,54,1,2,0,3.0,3.0
56017,55,1,1,0,3.0,3.0
56042,74,2,1,0,,
56043,75,1,1,0,3.0,3.0
56081,15,2,2,0,,
56082,16,1,2,1,10.0,3.0
56118,45,2,1,0,,
56119,45,1,1,0,3.0,3.0
56176,90,1,2,0,15.0,1.0
56177,1,1,1,0,7.0,3.0
56202,25,3,1,0,,
56204,27,1,1,1,3.0,3.0
56231,44,2,1,0,,
56232,45,1,1,0,12.0,3.0
56243,48,2,2,0,,
56244,49,1,2,0,3.0,3.0
56295,90,3,1,0,,
56297,90,1,2,0,3.0,3.0
56321,31,3,2,0,,
56322,32,1,1,0,3.0,3.0
56441,45,3,2,0,,
56442,45,1,1,0,13.0,3.0
56462,56,3,2,0,,
56464,57,1,1,0,3.0,3.0
56500,85,1,1,0,15.0,1.0
56501,85,1,1,0,15.0,3.0
56545,42,2,2,0,,
56546,42,1,2,0,12.0,3.0
56603,4,1,1,1,15.0,1.0
56604,5,1,2,0,3.0,3.0
56625,32,3,2,0,,
56628,33,1,1,1,3.0,3.0
56636,43,3,1,0,,
56637,44,1,2,0,3.0,3.0
56641,45,2,2,0,,
56642,45,1,2,0,3.0,3.0
56654,53,2,2,0,,
56655,54,1,2,0,3.0,3.0
56665,67,3,2,0,,
56667,67,1,1,0,3.0,3.0
56677,77,2,1,0,,
56678,77,1,1,0,3.0,3.0
56697,9,2,2,0,,
56698,9,1,2,0,3.0,3.0
56735,44,2,2,0,,
56736,44,1,2,0,3.0,3.0
56854,61,2,1,0,,
56855,61,1,1,0,3.0,3.0
56864,65,2,1,0,,
56865,65,1,1,0,3.0,3.0
56867,66,1,1,0,3.0,3.0
56868,66,3,2,0,,
56869,67,1,1,1,3.0,3.0
56890,82,3,2,0,,
56892,83,1,1,0,3.0,3.0
56928,22,9,2,0,,
56929,23,1,1,0,3.0,3.0
56936,29,2,1,0,,
56937,30,1,1,0,8.0,3.0
56950,39,3,2,0,,
56953,40,1,2,0,8.0,3.0
57005,85,3,1,0,,
57008,86,1,2,0,3.0,3.0
57024,9,3,1,0,,
57025,9,1,2,0,3.0,3.0
57080,47,2,2,0,,
57081,48,1,2,0,3.0,3.0
57094,59,3,2,0,,
57096,60,1,1,0,13.0,3.0
57173,30,2,1,0,,
57174,30,1,1,0,7.0,3.0
57207,57,3,2,0,,
57210,62,1,2,0,3.0,3.0
57234,90,2,2,0,,
57235,90,1,2,1,13.0,3.0
57245,9,2,1,0,,
57246,10,1,1,0,3.0,3.0
57247,11,1,2,0,3.0,3.0
57275,34,2,1,0,,
57276,35,1,1,1,3.0,3.0
57284,46,3,2,0,,
57286,49,1,1,0,3.0,3.0
57306,72,2,1,0,,
57307,72,1,1,0,3.0,3.0
57352,21,3,2,0,,
57353,22,1,1,0,3.0,3.0
57367,39,2,2,0,,
57368,40,1,2,1,3.0,3.0
57386,56,3,2,0,,
57387,58,1,1,0,3.0,3.0
57388,58,2,1,0,,
57389,58,1,1,0,3.0,3.0
57398,65,2,2,0,,
57399,65,1,2,0,3.0,3.0
57420,79,3,2,0,,
57421,80,1,1,0,3.0,3.0
57434,88,2,2,0,,
57435,88,1,2,0,3.0,3.0
57470,23,3,1,0,,
57472,25,1,2,0,3.0,3.0
57495,41,3,1,0,,
57496,41,1,2,0,3.0,3.0
57549,70,2,1,0,,
57550,71,1,1,0,3.0,3.0
57552,72,3,1,0,,
57554,75,1,2,0,3.0,3.0
57582,13,2,1,0,,
57583,16,1,2,0,11.0,3.0
57584,19,3,1,0,,
57587,20,1,2,1,13.0,3.0
57614,46,2,2,0,,
57615,47,1,2,0,3.0,3.0
57650,82,2,1,0,,
57651,83,1,1,0,3.0,3.0
57702,30,2,2,0,,
57703,31,1,2,0,3.0,3.0
57731,51,2,1,0,,
57732,52,1,1,1,13.0,3.0
57744,63,1,2,0,9.0,1.0
57745,63,1,2,0,3.0,3.0
57806,15,1,2,0,15.0,1.0
57807,17,1,2,0,11.0,3.0
57817,23,1,1,1,11.0,1.0
57818,23,1,2,0,3.0,3.0
57852,64,9,1,0,,
57854,67,1,1,0,3.0,3.0
57859,71,3,1,0,,
57862,71,1,2,0,3.0,3.0
57876,83,2,2,0,,
57877,83,1,2,0,9.0,3.0
57941,38,3,1,0,,
57943,39,1,2,0,3.0,3.0
57946,45,3,1,0,,
57949,45,1,2,1,3.0,3.0
58013,90,2,2,0,,
58014,90,1,2,0,12.0,3.0
58015,90,2,1,0,,
58017,90,1,1,0,3.0,3.0
58095,58,2,1,0,,
58096,58,1,1,0,3.0,3.0
58101,60,2,1,0,,
58102,60,1,1,0,3.0,3.0
58122,73,2,1,0,,
58123,73,1,1,0,3.0,3.0
58152,90,2,1,0,,
58153,90,1,1,0,3.0,3.0
58199,42,1,2,0,15.0,2.0
58200,43,1,1,0,12.0,3.0
58232,69,2,2,0,,
58233,70,1,2,0,3.0,3.0
58239,73,2,1,0,,
58240,74,1,1,0,3.0,3.0
58242,77,1,1,0,15.0,1.0
58243,78,1,1,0,3.0,3.0
58249,81,1,1,0,8.0,1.0
58250,83,1,1,0,3.0,3.0
58254,88,3,2,0,,
58255,88,1,1,0,3.0,3.0
58274,7,2,1,0,,
58275,8,1,1,0,3.0,3.0
58294,33,2,1,0,,
58295,33,1,1,0,3.0,3.0
58301,38,3,2,0,,
58303,39,1,1,0,3.0,3.0
58339,67,3,1,0,,
58340,69,1,2,0,3.0,3.0
58390,22,1,1,0,3.0,2.0
58391,24,1,1,0,9.0,3.0
58402,31,1,2,0,15.0,2.0
58403,34,1,2,0,3.0,3.0
58457,70,9,1,0,,
58459,74,1,1,1,13.0,3.0
58540,52,2,1,0,,
58541,53,1,1,0,3.0,3.0
58542,53,1,1,0,3.0,3.0
58552,62,2,1,0,,
58554,64,1,1,0,11.0,3.0
58595,7,2,2,0,,
58596,7,1,2,0,7.0,3.0
58605,27,2,2,0,,
58608,31,1,1,0,3.0,3.0
58609,31,2,1,0,,
58610,31,1,1,0,3.0,3.0
58615,38,2,1,0,,
58616,39,1,1,1,3.0,3.0
58669,4,2,2,0,,
58670,5,1,2,0,3.0,3.0
58693,33,2,1,0,,
58694,34,1,1,0,3.0,3.0
58702,41,3,2,0,,
58704,42,1,1,0,3.0,3.0
58734,64,2,2,0,,
58735,65,1,2,0,3.0,3.0
58756,81,2,1,0,,
58757,82,1,1,0,3.0,3.0
58759,83,2,1,0,,
58760,84,1,1,1,13.0,3.0
58761,84,1,1,0,3.0,3.0
58762,84,2,1,0,,
58763,84,1,1,0,3.0,3.0
58809,37,3,2,0,,
58810,38,1,1,1,3.0,3.0
58818,45,3,1,0,,
58821,45,1,2,0,3.0,3.0
58863,82,2,1,0,,
58864,83,1,1,0,12.0,3.0
58880,90,3,2,0,,
58881,90,1,2,0,3.0,3.0
58886,6,2,1,0,,
58887,7,1,1,0,3.0,3.0
58902,16,2,1,0,,
58903,16,1,1,1,13.0,3.0
58911,22,3,2,0,,
58913,23,1,1,1,3.0,3.0
58942,54,3,2,0,,
58945,56,1,1,0,3.0,3.0
58971,83,2,2,0,,
58972,83,1,2,0,3.0,3.0
59015,32,2,1,0,,
59016,32,1,1,1,3.0,3.0
59045,58,2,1,0,,
59046,59,1,1,0,3.0,3.0
59082,89,2,1,0,,
59083,90,1,1,0,12.0,3.0
59177,76,3,2,0,,
59178,76,1,1,0,3.0,3.0
59187,84,2,1,0,,
59188,85,1,1,0,3.0,3.0
59189,85,3,2,0,,
59192,86,1,1,0,3.0,3.0
59226,24,2,1,0,,
59227,25,1,1,1,13.0,3.0
59233,31,2,1,0,,
59234,31,1,1,0,3.0,3.0
59238,34,3,2,0,,
59239,35,1,1,0,9.0,3.0
59246,38,2,2,0,,
59247,38,1,2,0,3.0,3.0
59270,62,1,1,0,11.0,1.0
59271,62,1,1,0,3.0,3.0
59316,9,3,2,0,,
59318,10,1,1,0,3.0,3.0
59325,17,2,1,0,,
59326,18,1,1,0,3.0,3.0
59327,19,3,2,0,,
59329,20,1,1,0,9.0,3.0
59391,85,1,1,0,3.0,1.0
59392,86,1,2,0,3.0,3.0
59395,90,1,2,0,3.0,1.0
59396,90,1,2,0,3.0,3.0
59456,64,1,1,0,15.0,2.0
59457,65,1,2,0,3.0,3.0
59511,25,2,1,0,,
59512,26,1,1,0,3.0,3.0
59513,28,1,1,0,3.0,3.0
59519,34,9,1,0,,
59520,34,1,2,0,9.0,3.0
59536,43,9,2,0,,
59537,45,1,2,0,3.0,3.0
59546,52,2,2,0,,
59547,52,1,2,0,3.0,3.0
59611,29,2,2,0,,
59612,30,1,2,0,3.0,3.0
59613,32,1,1,0,3.0,3.0
59640,48,3,1,0,,
59641,51,1,1,0,13.0,3.0
59651,56,3,1,0,,
59652,57,1,1,0,3.0,3.0
59712,10,2,2,0,,
59713,11,1,2,0,3.0,3.0
59717,14,2,1,0,,
59718,15,1,1,0,3.0,3.0
59726,22,3,2,0,,
59727,23,1,1,0,3.0,3.0
59728,23,1,1,0,3.0,3.0
59749,44,2,2,0,,
59750,45,1,1,0,3.0,3.0
59777,69,1,2,0,15.0,1.0
59778,70,1,2,0,13.0,3.0
59782,74,3,1,0,,
59785,74,1,2,0,3.0,3.0
59802,90,2,1,0,,
59803,90,1,1,0,3.0,3.0
59824,18,2,1,0,,
59825,18,1,1,0,3.0,3.0
59845,35,2,1,0,,
59846,36,1,1,0,3.0,3.0
59897,87,1,1,0,15.0,2.0
59898,88,1,1,0,3.0,3.0
59899,89,1,1,0,3.0,3.0
59927,18,2,2,0,,
59928,18,1,2,0,3.0,3.0
59930,20,1,2,0,15.0,2.0
59931,21,1,1,0,3.0,3.0
59962,47,3,1,0,,
59964,48,1,1,0,3.0,3.0
59979,55,2,1,0,,
59981,57,1,1,0,11.0,3.0
59995,69,3,2,0,,
59998,70,1,1,0,3.0,3.0
60004,75,2,1,0,,
60005,76,1,1,0,3.0,3.0
60017,83,3,1,0,,
60020,84,1,2,0,3.0,3.0
60021,86,2,1,0,,
60022,87,1,1,0,3.0,3.0
60049,17,3,1,0,,
60050,18,1,2,0,10.0,3.0
60088,53,3,2,0,,
60091,54,1,1,0,3.0,3.0
60094,60,2,1,0,,
60095,60,1,1,0,8.0,3.0
60112,75,2,1,0,,
60114,76,1,1,0,3.0,3.0
60163,35,1,1,0,15.0,1.0
60164,35,1,2,0,11.0,3.0
60197,58,3,2,0,,
60199,59,1,1,1,13.0,3.0
60221,81,1,2,0,15.0,1.0
60222,81,1,2,0,3.0,3.0
60227,86,9,1,0,,
60228,87,1,2,1,3.0,3.0
60272,29,2,1,0,,
60273,30,1,1,0,3.0,3.0
60339,73,2,2,0,,
60340,73,1,2,0,3.0,3.0
60380,6,3,2,0,,
60381,7,1,2,0,3.0,3.0
60395,18,1,1,1,3.0,2.0
60396,18,1,1,0,3.0,3.0
60398,20,2,2,0,,
60399,20,1,2,0,12.0,3.0
60457,57,3,2,0,,
60458,58,1,2,0,3.0,3.0
60597,84,3,2,0,,
60598,85,1,2,0,3.0,3.0
60602,88,3,2,0,,
60604,89,1,1,0,3.0,3.0
60616,11,9,2,0,,
60617,18,1,2,0,3.0,3.0
60644,47,3,1,0,,
60646,48,1,2,0,3.0,3.0
60709,22,1,2,0,15.0,2.0
60711,24,1,2,0,3.0,3.0
60740,55,2,2,0,,
60741,55,1,2,0,11.0,3.0
60752,61,2,1,0,,
60753,63,1,1,0,3.0,3.0
60757,65,2,1,0,,
60758,66,1,1,0,3.0,3.0
60778,87,2,1,0,,
60779,87,1,1,0,3.0,3.0
60805,15,9,2,0,,
60806,16,1,1,0,3.0,3.0
60813,20,2,2,0,,
60814,20,1,2,0,3.0,3.0
60819,24,2,1,0,,
60820,24,1,1,0,3.0,3.0
60841,38,1,2,0,15.0,1.0
60842,39,1,2,1,10.0,3.0
60860,50,2,2,0,,
60861,50,1,2,0,3.0,3.0
60876,67,3,1,0,,
60880,68,1,2,0,3.0,3.0
60896,83,1,2,0,9.0,2.0
60898,85,1,2,0,12.0,3.0
60984,73,2,1,0,,
60985,73,1,1,0,7.0,3.0
61012,86,3,1,0,,
61015,90,1,1,1,13.0,3.0
61022,9,3,1,0,,
61024,10,1,2,0,3.0,3.0
61066,56,2,1,0,,
61067,56,1,1,0,13.0,3.0
61074,62,3,1,0,,
61078,63,1,2,0,3.0,3.0
61083,68,3,1,0,,
61086,68,1,2,0,3.0,3.0
61094,73,3,2,0,,
61097,76,1,2,0,3.0,3.0
61098,77,1,2,0,3.0,3.0
61110,84,2,2,0,,
61111,85,1,2,0,13.0,3.0
61154,30,3,2,0,,
61156,30,1,1,1,3.0,3.0
61165,39,2,1,0,,
61166,39,1,1,0,9.0,3.0
61188,60,3,1,0,,
61190,61,1,2,0,3.0,3.0
61216,78,2,1,0,,
61217,79,1,1,0,3.0,3.0
61237,11,3,1,0,,
61238,13,1,1,1,13.0,3.0
61271,47,2,2,0,,
61272,47,1,2,0,9.0,3.0
61289,59,3,2,0,,
61290,59,1,1,0,3.0,3.0
61293,63,1,1,0,3.0,2.0
61295,65,1,1,1,3.0,3.0
61315,81,1,1,0,15.0,1.0
61316,83,1,2,0,12.0,3.0
61358,25,2,1,0,,
61359,26,1,1,0,11.0,3.0
61397,58,2,1,0,,
61398,58,1,1,0,3.0,3.0
61425,73,3,2,0,,
61427,74,1,1,0,3.0,3.0
61442,87,2,1,0,,
61443,88,1,1,0,3.0,3.0
61487,30,3,1,0,,
61488,32,1,2,1,3.0,3.0
61497,36,3,1,0,,
61498,38,1,2,0,3.0,3.0
61504,44,2,1,0,,
61505,44,1,1,0,7.0,3.0
61541,66,2,1,0,,
61542,67,1,1,0,3.0,3.0
61578,3,3,1,0,,
61580,4,1,2,0,3.0,3.0
61590,15,2,2,0,,
61591,15,1,2,0,3.0,3.0
61596,20,1,2,0,15.0,1.0
61597,21,1,2,1,3.0,3.0
61607,30,9,1,0,,
61608,32,1,2,0,3.0,3.0
61651,63,3,1,0,,
61653,68,1,1,0,3.0,3.0
61654,68,1,1,0,3.0,3.0
61677,90,2,1,0,,
61678,90,1,1,0,12.0,3.0
61680,90,1,1,0,15.0,2.0
61681,90,1,1,0,3.0,3.0
61691,90,3,1,0,,
61693,2,1,2,0,3.0,3.0
61700,9,3,2,0,,
61703,10,1,1,0,3.0,3.0
61757,67,1,1,0,3.0,1.0
61758,67,1,1,1,10.0,3.0
61774,79,2,1,0,,
61775,79,1,1,1,3.0,3.0
61783,88,3,1,0,,
61784,88,1,2,0,3.0,3.0
61864,57,2,2,0,,
61865,58,1,2,0,3.0,3.0
61894,76,3,2,0,,
61897,77,1,2,0,3.0,3.0
61901,78,3,2,0,,
61902,80,1,1,0,3.0,3.0
61903,82,1,1,0,15.0,1.0
61904,83,1,1,0,3.0,3.0
61918,90,2,1,0,,
61919,90,1,1,0,3.0,3.0
61939,15,3,1,0,,
61941,15,1,2,0,3.0,3.0
61943,18,3,1,0,,
61945,20,1,2,0,3.0,3.0
62003,78,2,1,0,,
62004,78,1,1,0,3.0,3.0
62035,5,3,1,0,,
62037,6,1,2,0,3.0,3.0
62042,14,2,2,0,,
62043,15,1,2,0,3.0,3.0
62082,44,1,1,0,15.0,1.0
62083,45,1,2,0,3.0,3.0
62106,66,2,1,0,,
62107,66,1,1,0,3.0,3.0
62134,90,3,1,0,,
62137,90,1,2,0,3.0,3.0
62246,8,3,2,0,,
62248,9,1,1,0,7.0,3.0
62286,42,1,1,0,15.0,1.0
62288,47,1,1,0,3.0,3.0
62320,82,3,2,0,,
62322,83,1,1,0,3.0,3.0
62329,89,1,2,0,15.0,1.0
62330,90,1,1,0,3.0,3.0
62351,16,3,2,0,,
62353,16,1,1,1,13.0,3.0
62360,23,3,2,0,,
62362,25,1,2,0,3.0,3.0
62390,65,2,2,0,,
62391,66,1,2,0,3.0,3.0
62431,11,1,1,0,15.0,2.0
62432,15,1,2,0,3.0,3.0
62442,28,2,1,0,,
62443,29,1,1,0,13.0,3.0
62450,33,3,2,0,,
62451,34,1,2,0,3.0,3.0
62458,43,3,2,0,,
62459,44,1,1,0,3.0,3.0
62467,48,2,2,0,,
62468,49,1,1,0,3.0,3.0
62475,60,3,2,0,,
62476,62,1,2,0,3.0,3.0
62496,77,3,1,0,,
62498,77,1,2,0,13.0,3.0
62523,6,2,2,0,,
62524,6,1,2,0,3.0,3.0
62544,27,3,1,0,,
62545,28,1,2,0,10.0,3.0
62557,38,9,2,0,,
62558,39,1,2,1,12.0,3.0
62606,85,3,1,0,,
62608,86,1,2,0,3.0,3.0
62647,21,2,2,0,,
62648,22,1,2,0,3.0,3.0
62695,66,2,2,0,,
62696,66,1,2,0,3.0,3.0
62705,75,3,1,0,,
62709,76,1,2,0,9.0,3.0
62734,4,2,2,0,,
62735,4,1,2,0,3.0,3.0
62738,9,1,2,1,3.0,1.0
62739,12,1,1,0,3.0,3.0
62753,22,2,1,0,,
62754,22,1,1,0,3.0,3.0
62759,27,2,1,0,,
62760,27,1,1,0,3.0,3.0
62773,40,2,1,0,,
62774,40,1,1,0,3.0,3.0
62853,13,2,1,0,,
62854,14,1,1,0,3.0,3.0
62896,49,2,1,0,,
62897,49,1,1,0,8.0,3.0
62936,79,3,2,0,,
62938,80,1,1,1,13.0,3.0
62941,85,3,1,0,,
62943,85,1,2,0,3.0,3.0
62954,90,3,1,0,,
62956,90,1,2,1,3.0,3.0
62958,90,3,2,0,,
62959,90,1,1,0,3.0,3.0
62972,10,2,2,0,,
62973,12,1,2,0,3.0,3.0
62986,19,2,1,0,,
62987,20,1,1,0,15.0,3.0
63008,38,1,2,0,15.0,1.0
63009,40,1,2,0,11.0,3.0
63031,61,1,2,0,9.0,2.0
63032,61,1,2,1,3.0,3.0
63067,88,2,2,0,,
63068,89,1,2,0,3.0,3.0
63103,33,2,2,0,,
63104,34,1,2,0,3.0,3.0
63147,67,3,1,0,,
63148,69,1,2,1,3.0,3.0
63185,3,2,2,0,,
63186,3,1,2,0,3.0,3.0
63206,22,2,2,0,,
63207,22,1,2,0,3.0,3.0
63234,43,2,2,0,,
63235,43,1,2,0,3.0,3.0
63266,69,3,2,0,,
63267,70,1,2,1,3.0,3.0
63314,13,1,1,0,9.0,1.0
63315,14,1,1,0,3.0,3.0
63323,22,3,1,0,,
63325,24,1,1,0,12.0,3.0
63471,49,3,2,0,,
63473,51,1,1,0,3.0,3.0
63475,53,2,1,0,,
63476,54,1,1,0,13.0,3.0
63487,65,1,1,0,15.0,1.0
63488,66,1,1,1,3.0,3.0
63496,69,2,1,0,,
63497,69,1,1,0,3.0,3.0
63510,79,3,2,0,,
63513,81,1,1,0,3.0,3.0
63518,85,3,1,0,,
63520,85,1,2,0,3.0,3.0
63524,90,2,1,0,,
63525,90,1,1,0,3.0,3.0
63579,47,2,2,0,,
63580,49,1,2,0,3.0,3.0
63647,2,2,1,0,,
63648,2,1,1,0,3.0,3.0
63653,15,2,1,0,,
63655,16,1,1,0,13.0,3.0
63688,44,3,1,0,,
63690,45,1,2,0,3.0,3.0
63729,78,2,1,0,,
63730,79,1,1,0,13.0,3.0
63852,90,3,2,0,,
63855,90,1,1,1,3.0,3.0
63859,4,1,1,0,3.0,1.0
63860,5,1,1,0,3.0,3.0
63911,45,9,1,0,,
63912,47,1,1,0,3.0,3.0
63913,49,1,1,0,15.0,1.0
63914,50,1,1,0,11.0,3.0
63940,78,3,2,0,,
63944,82,1,1,0,3.0,3.0
63978,35,1,1,0,15.0,2.0
63979,35,1,1,0,3.0,3.0
63997,50,3,1,0,,
63999,51,1,2,0,3.0,3.0
64005,56,9,2,0,,
64007,58,1,2,0,3.0,3.0
64064,3,2,2,0,,
64065,3,1,2,0,3.0,3.0
64066,8,1,2,0,15.0,1.0
64068,11,1,1,0,10.0,3.0
64069,14,1,1,0,3.0,3.0
64106,48,2,2,0,,
64107,49,1,2,0,3.0,3.0
64124,61,9,1,0,,
64125,63,1,1,1,3.0,3.0
64131,65,3,2,0,,
64133,67,1,1,1,3.0,3.0
64141,72,3,2,0,,
64143,73,1,2,0,3.0,3.0
64165,9,2,1,0,,
64166,10,1,1,1,13.0,3.0
64222,54,3,2,0,,
64223,54,1,1,0,3.0,3.0
64238,72,3,1,0,,
64240,73,1,1,0,3.0,3.0
64275,6,3,1,0,,
64277,7,1,2,0,3.0,3.0
64295,22,1,2,1,3.0,2.0
64296,24,1,1,0,3.0,3.0
64307,33,1,1,0,3.0,1.0
64308,33,1,1,0,3.0,3.0
64333,54,2,2,0,,
64334,55,1,2,0,3.0,3.0
64339,58,9,2,0,,
64341,59,1,1,0,3.0,3.0
64351,71,3,1,0,,
64353,73,1,2,1,3.0,3.0
64420,53,1,1,0,3.0,1.0
64421,54,1,1,0,10.0,3.0
64454,80,3,1,0,,
64455,83,1,1,0,3.0,3.0
64490,23,1,2,0,3.0,1.0
64491,24,1,1,0,3.0,3.0
64539,70,1,1,0,15.0,1.0
64540,70,1,1,0,3.0,3.0
64549,77,3,1,0,,
64550,78,1,2,0,3.0,3.0
64551,78,2,2,0,,
64552,79,1,2,0,3.0,3.0
64560,86,9,2,0,,
64561,87,1,1,0,3.0,3.0
64585,14,3,2,0,,
64587,17,1,1,0,3.0,3.0
64603,27,2,2,0,,
64604,27,1,2,0,10.0,3.0
64632,49,2,1,0,,
64633,49,1,1,0,3.0,3.0
64693,11,2,1,0,,
64694,11,1,1,0,3.0,3.0
64703,23,3,2,0,,
64705,24,1,1,0,9.0,3.0
64784,90,3,1,0,,
64785,90,1,2,0,3.0,3.0
64796,14,3,2,0,,
64797,14,1,1,0,3.0,3.0
64803,21,2,2,0,,
64804,21,1,2,0,3.0,3.0
64832,38,2,2,0,,
64833,39,1,2,0,3.0,3.0
64840,45,3,2,0,,
64841,45,1,1,0,3.0,3.0
64866,70,1,1,0,8.0,1.0
64867,70,1,1,1,3.0,3.0
64877,76,3,1,0,,
64878,77,1,1,0,3.0,3.0
64905,4,2,1,0,,
64906,6,1,1,0,3.0,3.0
64916,18,2,1,0,,
64917,19,1,1,0,3.0,3.0
64937,36,2,1,0,,
64938,36,1,1,0,3.0,3.0
64993,78,2,1,0,,
64994,78,1,1,0,3.0,3.0
64995,81,1,1,0,3.0,3.0
65025,16,2,2,0,,
65026,16,1,2,0,3.0,3.0
65054,35,3,2,0,,
65056,36,1,1,0,3.0,3.0
65057,36,3,2,0,,
65058,37,1,1,0,3.0,3.0
65090,58,3,1,0,,
65092,61,1,1,0,3.0,3.0
65098,63,3,2,0,,
65100,66,1,2,0,3.0,3.0
65128,83,3,1,0,,
65129,83,1,2,0,3.0,3.0
65142,90,3,1,0,,
